12;0000;3199;1200
12;3200;3399;1201
12;3400;3631;1200
12;3632;3699;1201
12;3700;3799;1200
12;3800;4819;1201
12;4820;4839;0143
12;4840;4892;1201
12;4893;4899;0143
12;4900;4999;1201
12;5000;5999;0143
12;6000;6599;1206
12;6600;6699;0006
12;6700;6979;0008
12;6980;6999;0006
12;7000;7399;1200
12;7400;8629;1202
12;8630;8632;1201
12;8633;8785;1202
12;8786;8789;1201
12;8790;8863;1202
12;8864;8864;1203
12;8865;8899;1202
12;8900;8953;1201
12;8954;8999;0143
12;9000;9999;1203
52;00000;99999;1713
13;0000;1299;1621
13;1300;1310;1625
13;1311;1329;1621
13;1330;1349;1625
13;1350;1379;1621
13;1380;1389;1625
13;1390;1399;1621
13;1400;1709;1625
13;1710;1739;1621
13;1740;1742;1625
13;1743;1749;1621
13;1750;1779;1625
13;1780;3499;1621
13;3500;3539;0019
13;3540;3549;1621
13;3550;3559;0019
13;3560;3569;1621
13;3570;3579;0019
13;3580;3581;1621
13;3582;3582;0019
13;3583;3589;1621
13;3590;3800;0019
13;3801;3809;1621
13;3810;3849;0019
13;3850;3859;1621
13;3860;3879;0019
13;3880;3899;1621
13;3900;3919;0019
13;3920;3929;1621
13;3930;3941;0019
13;3942;3949;1621
13;3950;3979;0019
13;3980;3989;1621
13;3990;4199;0019
13;4200;4217;1621
13;4218;4218;1625
13;4219;4299;1621
13;4300;4789;0019
13;4790;4791;1618
13;4792;4999;0019
13;5000;5309;1625
13;5310;5319;1621
13;5320;5333;1625
13;5334;5334;0019
13;5335;5349;1625
13;5350;5379;0019
13;5380;5399;1621
13;5500;5549;1625
13;5550;5555;1618
13;5556;5559;0019
13;5560;5574;1625
13;5575;5575;1618
13;5576;5579;1625
13;5580;5589;1618
13;5590;5599;0019
13;5600;6599;1625
13;6600;6649;1618
13;6650;6659;0019
13;6660;6689;1618
13;6690;6699;0019
13;6700;6899;1618
13;6900;6919;0019
13;6920;6929;1618
13;6930;6949;0019
13;6950;6953;1618
13;6954;6969;0019
13;6970;6986;1618
13;6987;6999;0019
13;7000;9099;1625
13;9100;9399;1621
13;9400;9409;1625
13;9410;9429;1621
13;9430;9999;1625
40;0000;2088;1450
40;2089;2099;1447
40;2100;2162;1450
40;2163;2168;1447
40;2169;2182;1450
40;2183;2189;1447
40;2190;2192;1450
40;2193;2199;1447
40;2200;3343;1450
40;3344;3344;1447
40;3345;3999;1450
40;4000;4999;1451
40;5000;5079;1455
40;5080;5080;1448
40;5081;5084;1455
40;5085;5085;1448
40;5086;5249;1455
40;5250;5259;1447
40;5260;5289;1455
40;5290;5293;1447
40;5294;5435;1455
40;5436;5439;1447
40;5440;5440;1455
40;5441;5445;1447
40;5446;5452;1455
40;5453;5453;1447
40;5454;5455;1455
40;5456;5459;1447
40;5460;5468;1455
40;5469;5469;1447
40;5470;5499;1455
40;5500;5621;1447
40;5622;5622;1455
40;5623;5623;1447
40;5624;5624;1455
40;5625;5634;1447
40;5635;5640;1455
40;5641;5645;1447
40;5646;5646;1455
40;5647;5649;1447
40;5650;5650;1455
40;5651;5909;1447
40;5910;5910;1455
40;5911;5999;1447
40;6000;6294;1452
40;6295;6295;1448
40;6296;6531;1452
40;6532;6533;1448
40;6534;6542;1452
40;6543;6546;1448
40;6547;6559;1452
40;6560;6569;1448
40;6570;6999;1452
40;7000;7134;1456
40;7135;7135;1449
40;7136;7199;1456
40;7200;7200;1449
40;7201;7209;1456
40;7210;7242;1449
40;7243;7243;1456
40;7244;7259;1449
40;7260;7265;1456
40;7266;7267;1449
40;7268;7274;1456
40;7275;7279;1449
40;7280;7280;1456
40;7281;7299;1449
40;7300;7450;1456
40;7451;7499;1449
40;7500;7699;1456
40;7700;7839;1449
40;7840;7840;1456
40;7841;7841;1449
40;7842;7849;1456
40;7850;7855;1449
40;7856;7856;1455
40;7857;7861;1449
40;7862;7862;1456
40;7863;7999;1449
40;8000;8447;1453
40;8448;8453;1448
40;8454;8455;1453
40;8456;8464;1448
40;8465;8465;1453
40;8466;8466;1448
40;8467;8468;1453
40;8469;8471;1448
40;8472;8473;1453
40;8474;8474;1448
40;8475;8479;1453
40;8480;8480;1448
40;8481;8599;1453
40;8600;8940;1448
40;8941;8941;1452
40;8942;8945;1448
40;8946;8947;1452
40;8948;8948;1448
40;8949;8953;1452
40;8954;8979;1448
40;8980;8986;1449
40;8987;8988;1448
40;8989;8989;1449
40;8990;8999;1448
40;9000;9216;1454
40;9217;9217;1449
40;9218;9220;1454
40;9221;9221;1449
40;9222;9227;1454
40;9228;9241;1449
40;9242;9242;1454
40;9243;9250;1449
40;9251;9252;1454
40;9253;9260;1449
40;9261;9263;1454
40;9264;9269;1449
40;9270;9280;1454
40;9281;9281;1449
40;9282;9699;1454
40;9700;9753;1449
40;9754;9759;1456
40;9760;9924;1449
40;9925;9927;1454
40;9928;9934;1449
40;9935;9938;1454
40;9939;9939;1449
40;9940;9942;1454
40;9943;9945;1449
40;9946;9950;1456
40;9951;9952;1449
40;9953;9953;1456
40;9954;9957;1454
40;9958;9959;1449
40;9960;9962;1456
40;9963;9963;1454
40;9964;9970;1456
40;9971;9999;1449
;200000;249999;1795
26;0000;1541;1630
26;1542;1549;1634
26;1550;1559;1630
26;1560;1599;1634
26;1600;1699;1630
26;1700;1799;1634
26;1800;1999;1630
26;2000;2099;1634
26;2100;2199;1630
26;2200;2799;1634
26;2800;2999;1632
26;3000;3899;1634
26;3900;3999;1630
26;4000;4499;1632
26;4500;4599;1634
26;4600;4929;1632
26;4930;4954;1634
26;4955;5099;1632
26;5100;5107;1631
26;5108;5112;1632
26;5113;5223;1631
26;5224;5229;1632
26;5230;5236;1631
26;5237;5239;1632
26;5240;5249;1631
26;5250;5299;1632
26;5300;5314;1631
26;5315;5322;1632
26;5323;5323;1631
26;5324;5329;1632
26;5330;5721;1631
26;5722;5723;1632
26;5724;5725;1631
26;5726;5999;1632
26;6000;6015;1631
26;6016;6019;1632
26;6020;6021;1631
26;6022;6027;1632
26;6028;6079;1631
26;6080;6099;1634
26;6100;6269;1632
26;6270;6999;1631
26;7000;7999;0008
26;8000;8185;1631
26;8186;8186;0030
26;8187;8198;1631
26;8199;8299;0030
26;8300;8349;1631
26;8350;8399;0030
26;8400;8411;1631
26;8412;8412;0030
26;8413;8414;1631
26;8415;8419;0030
26;8420;8439;1631
26;8440;8453;0030
26;8454;8455;1631
26;8456;8481;0030
26;8482;8499;1631
26;8500;8599;0030
26;8600;8869;1631
26;8870;8899;0008
26;8900;8999;1631
26;9000;9212;0008
26;9213;9223;0030
26;9224;9239;0008
26;9240;9299;0030
26;9300;9499;0008
26;9500;9619;0030
26;9620;9999;0008
24;00000;25751;1850
24;25752;25755;1854
24;25756;25779;1850
24;25780;25799;1854
24;25800;25899;1850
24;25900;25999;1854
24;26000;26213;1850
24;26214;26214;1854
24;26215;26243;1850
24;26244;26259;1854
24;26260;26281;1850
24;26282;26299;1854
24;26300;26399;1850
24;26400;26499;1854
24;26600;27999;1850
24;28000;28104;1855
24;28105;28106;1850
24;28107;28144;1855
24;28145;28149;1850
24;28150;28159;1855
24;28160;28299;1850
24;28400;28504;1855
24;28505;28510;1850
24;28511;28519;1855
24;28520;28523;1850
24;28524;28913;1855
24;28914;28929;1850
24;28930;29099;1855
24;29300;29401;1850
24;29402;29419;1855
24;29420;29443;1850
24;29444;29449;1855
24;29450;29499;1850
24;29500;29999;1855
24;30000;33159;1850
24;33160;33161;0028
24;33162;33499;1850
24;33500;33559;1854
24;33560;33563;1850
24;33564;33599;1854
24;33600;33899;1850
24;33900;34299;1854
24;34400;34699;1850
24;34700;34909;0028
24;34910;34954;1850
24;34955;36399;0028
24;36400;36463;1850
24;36464;36464;0028
24;36465;36999;1850
24;37000;37872;1854
24;37873;37879;1852
24;37880;39451;1854
24;39452;39452;1855
24;39453;39999;1854
24;40000;44999;1850
24;46000;46331;1855
24;46332;46339;1850
24;46340;46346;1855
24;46347;46359;1850
24;46360;46999;1855
24;47000;49999;1850
24;50000;56699;1855
24;56800;56911;1852
24;56912;56912;1855
24;56913;56932;1852
24;56933;56939;1855
24;56940;56949;1852
24;56950;56969;1855
24;56970;56979;1852
24;56980;56989;1855
24;56990;56999;1852
24;57000;57099;1855
24;57100;58222;1852
24;58223;58229;1855
24;58230;58231;1852
24;58232;58233;1855
24;58234;58234;1852
24;58235;58249;1855
24;58250;58259;1852
